customer_id,recency,frequency,monetary,segment_group
938,297,1,2135.062,regular
939,671,1,2230.548,regular
940,625,1,1885.8829999999998,regular
941,894,1,3018.285,regular
942,770,1,1499.971,regular
943,966,1,683.075,regular
944,842,1,1964.081,regular
945,471,1,4814.623,regular
946,660,1,4062.331,regular
947,383,1,1082.971,regular
948,625,1,6793.965,regular
949,712,1,1279.063,regular
950,400,1,3799.16,regular
951,990,1,3292.422,regular
952,751,1,4644.912,regular
953,663,1,2681.156,regular
954,863,1,3269.982,regular
955,356,1,4274.98,loyal
956,945,1,1060.553,regular
957,572,1,912.2729999999999,regular
958,691,1,5557.3240000000005,regular
959,773,1,8816.953,regular
960,441,1,7995.802999999999,regular
961,881,1,5338.955,regular
962,678,1,1856.6109999999999,regular
963,883,1,6416.592,regular
964,823,1,502.181,regular
965,1060,1,4781.927,lost
966,578,1,5107.862,regular
967,386,1,2309.303,regular
968,657,1,1394.99,regular
969,678,1,391.992,regular
970,354,1,4499.99,loyal
971,588,1,15876.422999999999,regular
972,288,1,6396.9619999999995,loyal
973,733,1,4835.375,regular
974,609,1,1197.0729999999999,regular
975,719,1,4269.956999999999,regular
976,697,1,16950.095,regular
977,809,1,3328.062,regular
978,466,1,1064.682,regular
979,1067,1,2867.2740000000003,lost
980,393,1,1416.5729999999999,regular
981,868,1,1022.98,regular
982,289,1,2877.761,regular
983,330,1,9712.942,loyal
984,817,1,6335.663,regular
985,716,1,7130.536999999999,regular
986,801,1,4544.845,regular
987,315,1,2738.246,regular
988,827,1,2432.944,regular
989,766,1,5090.412,regular
990,753,1,8200.722,regular
991,1031,1,8062.121999999999,lost
992,646,1,1139.962,regular
993,631,1,377.982,regular
994,873,1,3403.852,regular
995,867,1,4447.722,regular
996,1055,1,494.991,lost
997,828,1,10986.9,regular
998,415,1,5528.956,regular
999,297,1,6530.911,loyal
1000,627,1,1950.5729999999999,regular
1001,852,1,3911.862,regular
1002,429,1,1233.673,regular
1003,497,1,3594.861,regular
1004,879,1,278.991,regular
1005,305,1,17611.951,loyal
1006,464,1,6723.076,regular
1007,331,1,18278.94,loyal
1008,342,1,892.981,regular
1009,483,1,314.991,regular
1010,344,1,9479.953,loyal
1011,878,1,1042.172,regular
1012,1064,1,6712.841,lost
1013,334,1,1209.475,regular
1014,393,1,5699.98,loyal
1015,650,1,6824.971,regular
1016,347,1,1797.974,regular
1017,425,1,1368.0720000000001,regular
1018,654,1,10792.241,regular
1019,897,1,11950.473999999998,regular
1020,585,1,14141.356000000002,regular
1021,370,1,5863.441,loyal
1022,442,1,440.991,regular
1023,477,1,19329.94,regular
1024,600,1,6412.553,regular
1025,564,1,927.9839999999999,regular
1026,361,1,7938.932,loyal
1027,369,1,2217.6420000000003,regular
1028,828,1,3564.9649999999997,regular
1029,284,1,2804.141,regular
1030,886,1,3049.982,regular
1031,451,1,8787.128,regular
1032,750,1,3121.4809999999998,regular
1033,390,1,2889.855,regular
1034,995,1,9874.651,regular
1035,1078,1,1104.475,lost
1036,479,1,700.792,regular
1037,349,1,17758.34,loyal
1038,594,1,1805.966,regular
1039,841,1,2329.572,regular
1040,731,1,6068.9439999999995,regular
1041,420,1,5627.951999999999,regular
1042,876,1,5588.343,regular
1043,303,1,7256.771,loyal
1044,290,1,1041.58,regular
1045,934,1,2155.1710000000003,regular
1046,603,1,2205.756,regular
1047,1062,1,1786.4650000000001,lost
1048,812,1,6319.941,regular
1049,1015,1,3027.0299999999997,lost
1050,465,1,480.591,regular
1051,711,1,9399.96,regular
1052,317,1,7663.941,loyal
1053,307,1,1257.972,regular
1054,868,1,3899.9649999999997,regular
1055,827,1,2849.99,regular
1056,796,1,4503.742,regular
1057,642,1,5851.924999999999,regular
1058,769,1,2743.982,regular
1059,622,1,3185.943,regular
1060,392,1,8011.311,loyal
1061,827,1,1076.931,regular
1062,838,1,4477.172,regular
1063,464,1,13765.543,regular
1064,531,1,1060.172,regular
1065,442,1,466.841,regular
1066,351,1,4030.9539999999997,loyal
1067,454,1,4130.341,regular
1068,580,1,3167.956,regular
1069,1042,1,8280.539999999999,lost
1070,532,1,12774.262999999999,regular
1071,849,1,3370.571,regular
1072,666,1,4064.831,regular
1073,744,1,1115.98,regular
1074,972,1,1072.162,regular
1075,1056,1,2653.073,lost
1076,463,1,1619.99,regular
1077,514,1,718.4,regular
1078,1026,1,4803.625,lost
1079,992,1,758.983,regular
1080,860,1,3430.962,regular
1081,693,1,7747.733,regular
1082,946,1,3199.99,regular
1083,361,1,3866.044,loyal
1084,341,1,8303.369999999999,loyal
1085,834,1,5841.52,regular
1086,497,1,12400.844,regular
1087,461,1,2190.564,regular
1088,378,1,3793.152,regular
1089,821,1,6784.954,regular
1090,440,1,12392.952,regular
1091,429,1,4445.057,regular
1092,552,1,753.584,regular
1093,722,1,3447.228,regular
1094,1036,1,824.982,lost
1095,1067,1,426.55,lost
1096,794,1,4169.352,regular
1097,694,1,4195.307,regular
1098,406,1,889.5840000000001,regular
1099,404,1,1019.963,regular
1100,478,1,18670.945,regular
1101,282,1,4196.955,loyal
1102,970,1,3891.51,regular
1103,747,1,12334.951,regular
1104,662,1,2362.161,regular
1105,641,1,2843.073,regular
1106,497,1,1576.78,regular
1107,419,1,1868.962,regular
1108,781,1,2793.047,regular
1109,447,1,1595.666,regular
1110,884,1,1249.971,regular
1111,445,1,170.991,regular
1112,887,1,5709.954,regular
1113,669,1,4171.9439999999995,regular
1114,438,1,1951.347,regular
1115,531,1,3720.888,regular
1116,296,1,1055.98,regular
1117,402,1,1845.881,regular
1118,336,1,7947.44,loyal
1119,734,1,5775.540999999999,regular
1120,441,1,7159.9529999999995,regular
1121,751,1,2360.39,regular
1122,358,1,6701.4529999999995,loyal
1123,551,1,2509.946,regular
1124,1008,1,3419.98,lost
1125,709,1,7339.4169999999995,regular
1126,324,1,6718.553,loyal
1127,982,1,3032.9809999999998,regular
1128,488,1,2643.244,regular
1129,714,1,4497.003,regular
1130,911,1,502.181,regular
1131,283,1,14566.430999999999,loyal
1132,473,1,15205.921999999999,regular
1133,623,1,4115.969999999999,regular
1134,509,1,5723.742,regular
1135,277,1,6150.931,loyal
1136,405,1,11428.65,regular
1137,689,1,6654.471,regular
1138,677,1,10541.961,regular
1139,618,1,999.482,regular
1140,966,1,2835.55,regular
1141,895,1,4135.956,regular
1142,293,1,232.491,regular
1143,663,1,1256.091,regular
1144,787,1,6187.151999999999,regular
1145,545,1,3172.444,regular
1146,829,1,512.981,regular
1147,994,1,5004.595,regular
1148,639,1,8009.027,regular
1149,1078,1,6265.954,lost
1150,443,1,7091.936,regular
1151,849,1,7139.9529999999995,regular
1152,660,1,5841.096,regular
1153,718,1,4466.644,regular
1154,288,1,3227.391,regular
1155,427,1,1567.471,regular
1156,862,1,3763.87,regular
1157,736,1,797.94,regular
1158,550,1,6754.9349999999995,regular
1159,742,1,6764.571,regular
1160,494,1,3110.853,regular
1161,344,1,8445.952,loyal
1162,686,1,7157.351,regular
1163,734,1,4186.523,regular
1164,637,1,4539.972,regular
1165,1034,1,9301.929,lost
1166,411,1,242.991,regular
1167,954,1,3126.64,regular
1168,946,1,799.992,regular
1169,777,1,4665.545,regular
1170,414,1,1210.272,regular
1171,313,1,14249.641,loyal
1172,306,1,5777.767,loyal
1173,1059,1,1904.459,lost
1174,1043,1,5927.549999999999,lost
1175,1082,1,4092.855,lost
1176,299,1,531.981,regular
1177,611,1,3302.171,regular
1178,467,1,3950.3599999999997,regular
1179,961,1,2123.561,regular
1180,419,1,1753.7710000000002,regular
1181,633,1,2283.804,regular
1182,1047,1,2052.3520000000003,lost
1183,457,1,2664.964,regular
1184,560,1,3287.3199999999997,regular
1185,1056,1,2801.932,lost
1186,331,1,1228.52,regular
1187,319,1,2013.964,regular
1188,407,1,3668.924,regular
1189,877,1,3581.4619999999995,regular
1190,551,1,4922.947999999999,regular
1191,430,1,3439.171,regular
1192,1013,1,8299.96,lost
1193,887,1,2024.062,regular
1194,1035,1,1692.537,lost
1195,595,1,11993.991,regular
1196,689,1,4499.99,regular
1197,415,1,2800.298,regular
1198,822,1,1745.964,regular
1199,720,1,15455.623,regular
1200,993,1,5565.562,regular
1201,664,1,9372.364,regular
1202,848,1,4497.581,regular
1203,637,1,3818.2110000000002,regular
1204,1090,1,1372.471,lost
1205,907,1,10563.64,regular
1206,600,1,6239.274,regular
1207,422,1,524.391,regular
1208,749,1,3144.325,regular
1209,755,1,4778.023,regular
1210,501,1,2705.007,regular
1211,753,1,3439.941,regular
1212,1093,1,1697.971,lost
1213,471,1,5244.9529999999995,regular
1214,348,1,20648.95,loyal
1215,627,1,5745.9529999999995,regular
1216,379,1,2780.5429999999997,regular
1217,839,1,2133.926,regular
1218,960,1,3126.64,regular
1219,755,1,3484.071,regular
1220,1066,1,5404.052,lost
1221,454,1,989.982,regular
1222,638,1,1441.165,regular
1223,1045,1,3589.562,lost
1224,572,1,24607.061999999998,regular
1225,512,1,10050.622,regular
1226,429,1,1988.05,regular
1227,924,1,7587.509999999999,regular
1228,785,1,512.981,regular
1229,516,1,2707.828,regular
1230,611,1,7063.463,regular
1231,298,1,2119.259,regular
1232,753,1,1891.112,regular
1233,692,1,5015.736,regular
1234,1065,1,2069.455,lost
1235,510,1,5417.971,regular
1236,398,1,8263.860999999999,loyal
1237,1033,1,12420.706,lost
1238,1074,1,7993.86,lost
1239,294,1,601.582,regular
1240,309,1,5444.951999999999,loyal
1241,1059,1,1115.98,lost
1242,692,1,4762.4619999999995,regular
1243,893,1,1582.161,regular
1244,456,1,5732.464,regular
1245,908,1,7345.733,regular
1246,684,1,4167.844,regular
1247,975,1,6239.093,regular
1248,775,1,6794.08,regular
1249,714,1,7520.034,regular
1250,1079,1,2083.161,lost
1251,635,1,2259.341,regular
1252,886,1,3181.54,regular
1253,1054,1,1390.474,lost
1254,323,1,5515.964,loyal
1255,1028,1,923.0730000000001,lost
1256,330,1,1538.964,regular
1257,954,1,5893.544,regular
1258,351,1,12381.821,loyal
1259,1073,1,5270.942,lost
1260,492,1,5686.581,regular
1261,821,1,9497.171,regular
1262,454,1,3722.9799999999996,regular
1263,896,1,4044.7799999999997,regular
1264,1011,1,2469.958,lost
1265,847,1,3359.746,regular
1266,552,1,2474.9700000000003,regular
1267,940,1,3126.64,regular
1268,397,1,5115.9619999999995,loyal
1269,475,1,4204.524,regular
1270,509,1,629.982,regular
1271,688,1,2717.962,regular
1272,762,1,2699.99,regular
1273,520,1,5122.344,regular
1274,861,1,7791.0509999999995,regular
1275,766,1,2726.49,regular
1276,559,1,6089.982,regular
1277,430,1,706.781,regular
1278,587,1,2228.244,regular
1279,280,1,8936.440999999999,loyal
1280,1076,1,5342.155,lost
1281,516,1,2932.4799999999996,regular
1282,777,1,2402.4759999999997,regular
1283,517,1,279.992,regular
1284,385,1,11299.97,loyal
1285,866,1,2881.14,regular
1286,1003,1,494.991,lost
1287,550,1,2991.755,regular
1288,980,1,959.984,regular
1289,433,1,507.29,regular
1290,424,1,8336.413999999999,regular
1291,662,1,6330.57,regular
1292,386,1,1099.481,regular
1293,592,1,1285.972,regular
1294,369,1,1243.785,regular
1295,852,1,5022.95,regular
1296,1069,1,3768.9390000000003,lost
1297,862,1,502.181,regular
1298,654,1,4214.945,regular
1299,880,1,1831.18,regular
1300,874,1,7932.941999999999,regular
1301,922,1,4692.862999999999,regular
1302,724,1,6349.360999999999,regular
1303,326,1,5332.945,loyal
1304,524,1,2966.644,regular
1305,1059,1,1509.473,lost
1306,755,1,3505.764,regular
1307,878,1,7482.134999999999,regular
1308,517,1,2319.964,regular
1309,1038,1,1619.99,lost
1310,276,1,5833.969999999999,loyal
1311,489,1,3975.233,regular
1312,682,1,10617.992,regular
1313,864,1,5114.09,regular
1314,937,1,7045.155,regular
1315,794,1,7848.2609999999995,regular
1316,575,1,5925.471,regular
1317,487,1,325.491,regular
1318,752,1,1052.972,regular
1319,634,1,5231.851000000001,regular
1320,592,1,543.984,regular
1321,1071,1,5644.91,lost
1322,933,1,5014.9619999999995,regular
1323,556,1,2333.355,regular
1324,1091,1,3900.0609999999997,lost
1325,997,1,854.191,regular
1326,1089,1,3155.956,lost
1327,496,1,1599.98,regular
1328,1037,1,4633.853999999999,lost
1329,411,1,3994.45,regular
1330,333,1,5891.16,loyal
1331,810,1,2195.0519999999997,regular
1332,623,1,12307.961,regular
1333,884,1,8534.372,regular
1334,791,1,5024.163,regular
1335,851,1,2672.691,regular
1336,663,1,269.991,regular
1337,892,1,773.982,regular
1338,961,1,1626.78,regular
1339,448,1,1590.8519999999999,regular
1340,926,1,242.991,regular
1341,925,1,8476.520999999999,regular
1342,429,1,527.7819999999999,regular
1343,653,1,1818.454,regular
1344,460,1,3377.9719999999998,regular
1345,531,1,1287.574,regular
1346,619,1,3442.812,regular
1347,466,1,6495.971,regular
1348,1074,1,11183.029999999999,lost
1349,826,1,9278.65,regular
1350,947,1,6089.93,regular
1351,948,1,2465.4570000000003,regular
1352,689,1,3243.752,regular
1353,789,1,3613.724,regular
1354,1013,1,4475.462,lost
1355,864,1,1961.0810000000001,regular
1356,919,1,1359.976,regular
1357,881,1,569.981,regular
1358,961,1,3443.934,regular
1359,805,1,6543.061,regular
1360,953,1,7967.41,regular
1361,991,1,1240.184,regular
1362,861,1,4299.954,regular
1363,651,1,1860.5810000000001,regular
1364,396,1,989.991,regular
1365,1018,1,5699.98,lost
1366,975,1,989.982,regular
1367,408,1,2032.444,regular
1368,958,1,10216.233,regular
1369,1025,1,620.092,lost
1370,521,1,7439.98,regular
1371,832,1,1734.932,regular
1372,496,1,7021.146,regular
1373,965,1,5600.054,regular
1374,798,1,8394.469000000001,regular
1375,906,1,2915.1040000000003,regular
1376,943,1,4109.061,regular
1377,847,1,997.173,regular
1378,805,1,4776.041,regular
1379,460,1,2834.844,regular
1380,850,1,2319.99,regular
1381,806,1,2414.962,regular
1382,490,1,16491.532,regular
1383,316,1,1392.273,regular
1384,372,1,2518.145,regular
1385,658,1,2006.063,regular
1386,1051,1,1806.412,lost
1387,878,1,1199.98,regular
1388,398,1,2559.99,regular
1389,533,1,1499.38,regular
1390,559,1,5333.3330000000005,regular
1391,711,1,17086.93,regular
1392,488,1,5922.469999999999,regular
1393,351,1,1681.48,regular
1394,485,1,2615.972,regular
1395,624,1,5220.472,regular
1396,595,1,5984.98,regular
1397,844,1,4921.153,regular
1398,736,1,7688.271,regular
1399,679,1,2319.753,regular
1400,900,1,2928.68,regular
1401,384,1,2200.943,regular
1402,614,1,799.992,regular
1403,556,1,12595.072,regular
1404,733,1,3015.312,regular
1405,771,1,1649.97,regular
1406,791,1,7900.433999999999,regular
1407,566,1,1856.074,regular
1408,401,1,4829.182,regular
1409,378,1,2093.4139999999998,regular
1410,609,1,1829.665,regular
1411,284,1,4960.455,loyal
1412,438,1,1234.971,regular
1413,1053,1,3014.322,lost
1414,461,1,176.691,regular
1415,538,1,9725.833,regular
1416,607,1,3254.99,regular
1417,528,1,557.981,regular
1418,533,1,4162.854,regular
1419,286,1,4399.99,loyal
1420,963,1,1407.552,regular
1421,451,1,17494.934,regular
1422,442,1,7049.670999999999,regular
1423,551,1,11238.653999999999,regular
1424,483,1,6591.969999999999,regular
1425,908,1,4639.98,regular
1426,555,1,6782.333,regular
1427,492,1,351.992,regular
1428,893,1,674.991,regular
1429,786,1,2042.061,regular
1430,767,1,3628.5099999999998,regular
1431,1026,1,1705.963,lost
1432,558,1,2696.99,regular
1433,347,1,4226.227,loyal
1434,1067,1,1530.962,lost
1435,951,1,8069.652,regular
1436,622,1,9334.506,regular
1437,853,1,3799.99,regular
1438,574,1,12980.937,regular
1439,506,1,9919.919,regular
1440,822,1,10360.252999999999,regular
1441,337,1,9173.38,loyal
1442,517,1,6987.246999999999,regular
1443,774,1,10372.092,regular
1444,739,1,1399.976,regular
1445,297,1,7999.98,loyal
